"GEO_ID","NAME","B07201_001E","B07201_001M","B07201_002E","B07201_002M","B07201_003E","B07201_003M","B07201_004E","B07201_004M","B07201_005E","B07201_005M","B07201_006E","B07201_006M","B07201_007E","B07201_007M","B07201_008E","B07201_008M","B07201_009E","B07201_009M","B07201_010E","B07201_010M","B07201_011E","B07201_011M","B07201_012E","B07201_012M","B07201_013E","B07201_013M","B07201_014E","B07201_014M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Same house 1 year ago","Margin of Error!!Total!!Same house 1 year ago","Estimate!!Total!!Different house in United States 1 year ago","Margin of Error!!Total!!Different house in United States 1 year ago","Estimate!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from principal city","Margin of Error!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from principal city","Estimate!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from principal city","Margin of Error!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from principal city","Estimate!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from principal city","Margin of Error!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from principal city","Estimate!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from remainder of Micropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from remainder of Micropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Not in a Metropolitan or Micropolitan Statistical Area 1 year ago","Margin of Error!!Total!!Different house in United States 1 year ago!!Not in a Metropolitan or Micropolitan Statistical Area 1 year ago","Estimate!!Total!!Abroad 1 year ago","Margin of Error!!Total!!Abroad 1 year ago"
"0400000US01","Alabama","3346919","1284","2806614","8859","529192","8682","365961","7114","189993","4873","175968","5035","121214","4225","56787","2650","64427","3222","28244","1920","13064","1355","15180","1409","13773","1028","11113","1070"
"0400000US02","Alaska","462619","500","361618","3391","96325","3306","63444","2871","47902","2660","15542","1408","21865","1723","10122","1118","11743","1254","4405","646","2436","461","1969","463","6611","892","4676","683"
"0400000US04","Arizona","5780465","2015","4602475","13823","1134233","13856","848820","13395","558171","9781","290649","8687","238760","5083","119589","3908","119171","3433","33906","2350","16375","1629","17531","1769","12747","1222","43757","2782"
"0400000US05","Arkansas","1716504","1057","1390492","6111","318999","5867","227212","5435","135267","4763","91945","3660","59013","2865","32466","2317","26547","1953","15763","1417","9174","1179","6589","881","17011","1496","7013","1009"
"0400000US06","California","35654344","4319","30007629","43437","5373486","42104","4122927","38555","2306367","24381","1816560","21250","1168623","11976","630066","9444","538557","6979","57661","3108","25934","1753","31727","2146","24275","1707","273229","5683"
"0400000US08","Colorado","4224931","1602","3402990","10641","793353","10800","539501","9782","303143","6301","236358","5791","211233","4392","105052","3326","106181","3814","23718","1658","12705","1136","11013","1079","18901","1587","28588","1846"
"0400000US09","Connecticut","3216435","1148","2823120","7176","371524","6806","252811","5915","113007","4223","139804","4372","106784","2958","46038","2145","60746","2532","10279","871","3504","538","6775","725","1650","487","21791","1723"
"0400000US10","Delaware","688227","579","585480","3732","98473","3525","72083","3177","19376","1646","52707","2677","22976","1803","8524","1135","14452","1393","2950","640","447","190","2503","613","464","240","4274","710"
"0400000US11","District of Columbia","586891","574","471994","3419","107579","3269","75961","3010","63884","2799","12077","1200","29110","1554","17265","1110","11845","972","1323","266","825","227","498","137","1185","302","7318","718"
