"GEO_ID","NAME","B07201_001E","B07201_001M","B07201_002E","B07201_002M","B07201_003E","B07201_003M","B07201_004E","B07201_004M","B07201_005E","B07201_005M","B07201_006E","B07201_006M","B07201_007E","B07201_007M","B07201_008E","B07201_008M","B07201_009E","B07201_009M","B07201_010E","B07201_010M","B07201_011E","B07201_011M","B07201_012E","B07201_012M","B07201_013E","B07201_013M","B07201_014E","B07201_014M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Same house 1 year ago","Margin of Error!!Total!!Same house 1 year ago","Estimate!!Total!!Different house in United States 1 year ago","Margin of Error!!Total!!Different house in United States 1 year ago","Estimate!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from principal city","Margin of Error!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from principal city","Estimate!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from principal city","Margin of Error!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from principal city","Estimate!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from principal city","Margin of Error!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from principal city","Estimate!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from remainder of Micropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from remainder of Micropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Not in a Metropolitan or Micropolitan Statistical Area 1 year ago","Margin of Error!!Total!!Different house in United States 1 year ago!!Not in a Metropolitan or Micropolitan Statistical Area 1 year ago","Estimate!!Total!!Abroad 1 year ago","Margin of Error!!Total!!Abroad 1 year ago"
"0400000US01","Alabama","3688223","4820","3148542","18225","528417","19065","356436","17027","180204","11785","176232","12707","137203","8479","53605","5126","83598","7063","22225","3986","8111","2453","14114","3466","12553","2709","11264","2081"
"0400000US02","Alaska","494361","1334","397235","8091","92366","8042","65747","7740","47978","6494","17769","3401","20356","3924","8472","1697","11884","3611","2006","767","1034","590","972","633","4257","1538","4760","2029"
"0400000US04","Arizona","6591712","3808","5417866","23497","1129975","24289","794592","20097","456509","14343","338083","14650","299842","13275","141155","8633","158687","11124","24410","4856","11745","3335","12665","2798","11131","2055","43871","5164"
"0400000US05","Arkansas","1845760","4598","1561811","14238","277720","13756","186082","12383","101655","8162","84427","8355","63998","6523","31263","4886","32735","4743","13353","2448","6330","1432","7023","2018","14287","2683","6229","1814"
"0400000US06","California","38258142","10148","33304567","66610","4637405","62382","3322423","54452","1769928","38086","1552495","39241","1244028","28366","637703","19221","606325","20743","50843","6052","26113","4121","24730","3581","20111","4425","316170","16646"
"0400000US08","Colorado","4842920","3466","3948818","20662","861656","21172","547665","19436","329437","15667","218228","12199","274444","12229","126577","8276","147867","9650","29550","5627","19668","4638","9882","2215","9997","1792","32446","5088"
"0400000US09","Connecticut","3375368","2663","2972443","15579","378372","14640","247065","12129","105577","9803","141488","9851","124682","8652","54620","6270","70062","6822","5529","1563","2084","1091","3445","1043","1096","528","24553","4480"
"0400000US10","Delaware","952449","1698","830905","8792","117530","8198","77804","7124","18543","3771","59261","5905","37903","4511","9559","2395","28344","4226","889","616","289","370","600","522","934","734","4014","1272"
"0400000US11","District of Columbia","684810","1664","554225","7670","120244","7622","78988","6945","70222","6597","8766","1752","39590","3800","22197","2832","17393","2124","1275","587","620","392","655","454","391","378","10341","2210"
"0400000US12","Florida","20071348","8749","16946459","45489","2879242","45702","1925024","43104","772932","29739","1152092","31210","867718","23018","335575","15145","532143","20706","50903","5862","20009","3411","30894","4460","35597","4552","245647","15975"
"0400000US13","Georgia","8526970","9470","7230128","34895","1246116","31493","876540","25915","266630","15109","609910","22254","306878","16866","142277","11782","164601","11785","37942","4603","18359","3777","19583","3631","24756","4312","50726","5749"
"0400000US15","Hawaii","1141790","1632","990409","9417","135800","8880","90664","9117","37832","5546","52832","6855","40441","4839","18184","3559","22257","3612","4540","1381","1018","554","3522","1373","155","184","15581","3435"
"0400000US16","Idaho","1137764","4147","935042","13619","198537","13120","131687","12421","52104","6268","79583","10714","50862","6556","22450","5287","28412","4540","10960","2317","5547","1402","5413","1927","5028","1693","4185","2022"
"0400000US17","Illinois","11206481","5643","9765097","35447","1372664","34577","1117443","31430","522037","19823","595406","24480","215994","13278","109133","7242","106861","9911","25307","3765","12612","2833","12695","2741","13920","2716","68720","5891"
"0400000US18","Indiana","5143300","5036","4374343","20404","747735","18526","531611","17134","286986","12947","244625","13059","163989","8399","77291","7186","86698","6597","32957","4484","12797","2229","20160","3771","19178","3129","21222","3446"
"0400000US19","Iowa","1852191","2528","1558602","12371","285485","11493","184298","10379","119395","7922","64903","6114","70076","5434","34922","4016","35154","3705","14206","2735","7172","1456","7034","1959","16905","2678","8104","2477"
"0400000US20","Kansas","1960566","2680","1643896","13429","307320","12864","213091","11331","135498","10240","77593","6247","73328","6997","37757","5172","35571","4788","13388","2582","8595","2063","4793","1618","7513","1737","9350","2724"
"0400000US21","Kentucky","2598097","6198","2148684","15587","438265","15301","317375","13302","165644","8837","151731","10808","79835","7472","39800","5243","40035","5074","21182","3058","10289","1833","10893","2718","19873","3344","11148","2203"
"0400000US22","Louisiana","3883393","4586","3393807","21836","479464","21363","358987","18939","164067","11933","194920","13940","99245","8357","46077","5750","53168","5317","11816","3032","4650","1455","7166","2717","9416","2713","10122","2072"
"0400000US23","Maine","783136","1347","673819","7122","106682","7125","70199","5795","20337","2437","49862","5790","25861","2912","8535","1722","17326","2644","3423","1140","600","443","2823","1108","7199","1434","2635","908"
"0400000US24","Maryland","5838130","3072","5036607","21758","753912","20518","555557","19247","184673","11999","370884","15784","187207","11255","79271","7898","107936","7867","6615","2147","4548","1993","2067","754","4533","1471","47611","5725"
"0400000US25","Massachusetts","6691625","4365","5799186","21570","814991","21300","594545","20804","174329","10577","420216","15785","203446","11338","77609","6934","125837","8500","12753","3328","2837","1141","9916","3247","4247","1108","77448","7304"
"0400000US26","Michigan","8071069","4720","6899013","27353","1126748","26302","826167","25682","330409","15234","495758","19229","246980","10807","105813","6740","141167","8690","37060","4593","13760","2270","23300","3836","16541","3493","45308","4610"
"0400000US27","Minnesota","4285255","3090","3652524","15891","612939","15498","465860","14565","201531","11472","264329","11248","106075","7245","54125","5620","51950","4426","21578","2979","11799","2133","9779","2151","19426","2860","19792","3491"
"0400000US28","Mississippi","1362236","6038","1133683","12758","225375","12638","145051","10886","56258","7562","88793","8312","51258","6196","23273","4448","27985","4756","15950","3353","9485","3057","6465","1916","13116","3099","3178","1402"
"0400000US29","Missouri","4511449","6291","3827104","19476","665013","19410","496448","18076","189412","11271","307036","14726","121746","7861","59673","6985","62073","4629","24876","3378","12493","2278","12383","2388","21943","3487","19332","3674"
"0400000US30","Montana","367418","1334","306688","4771","58699","4877","35738","4763","28413","4072","7325","2290","8974","1449","5149","1128","3825","1126","4427","1887","2247","884","2180","1751","9560","2220","2031","971"
"0400000US31","Nebraska","1236582","2623","1022384","10083","204775","10237","148483","9551","103861","7254","44622","6590","39402","4823","21016","3375","18386","3515","8943","2167","6888","2093","2055","613","7947","1770","9423","2168"
"0400000US32","Nevada","2692807","3067","2200146","15309","475677","16208","338202","15502","218397","12548","119805","10108","120047","8986","59556","5895","60491","6662","12851","2536","5888","2030","6963","1814","4577","1662","16984","3242"
"0400000US33","New Hampshire","836166","1366","709249","7005","123022","7030","74456","5438","23268","3124","51188","4719","39611","5363","12233","3015","27378","4334","7666","1880","2516","1302","5150","1453","1289","1055","3895","1262"
"0400000US34","New Jersey","8910191","5107","7968039","30575","862913","28633","697397","25359","153209","10911","544188","20923","160614","10056","57392","6075","103222","8742","3993","1117","1328","590","2665","851","909","707","79239","8423"
"0400000US35","New Mexico","1387369","3151","1219857","11864","162355","11638","110343","10832","76856","8423","33487","5589","41124","5073","22475","3013","18649","3882","9027","1924","4094","1086","4933","1706","1861","759","5157","1607"
