"GEO_ID","NAME","B07201_001E","B07201_001M","B07201_002E","B07201_002M","B07201_003E","B07201_003M","B07201_004E","B07201_004M","B07201_005E","B07201_005M","B07201_006E","B07201_006M","B07201_007E","B07201_007M","B07201_008E","B07201_008M","B07201_009E","B07201_009M","B07201_010E","B07201_010M","B07201_011E","B07201_011M","B07201_012E","B07201_012M","B07201_013E","B07201_013M","B07201_014E","B07201_014M"
"0400000US48","Texas","25299874","11672","21357903","61922","3751685","56475","2738441","54305","1632994","39695","1105447","35416","856932","27769","455848","18489","401084","19684","97066","7856","58486","6397","38580","6061","59246","6770","190286","14912"
"0400000US24","Maryland","5825097","4653","5005098","25440","774008","22872","576286","21531","185280","12568","391006","18538","182782","9860","71466","6503","111316","7798","9957","2171","4127","1436","5830","1495","4983","1586","45991","5340"
"0400000US12","Florida","20389038","8767","17258341","57304","2912804","54053","1925756","48802","762794","31370","1162962","33957","897479","25575","350827","19712","546652","18835","52020","5682","20913","4399","31107","4034","37549","4719","217893","12192"
"0400000US25","Massachusetts","6735224","3947","5877541","26752","791366","25929","580260","21512","170463","11642","409797","17004","195926","9684","77663","4944","118263","8957","12867","2204","3045","842","9822","1863","2313","1033","66317","6542"
"0400000US11","District of Columbia","693798","1873","568201","6930","116158","6459","85140","6504","75521","5811","9619","2280","29737","2988","16370","2490","13367","1967","940","485","460","314","480","310","341","341","9439","1788"
"0400000US49","Utah","2788820","3321","2304006","16871","464225","15834","304516","14225","105761","8669","198755","12304","135303","9235","54516","5387","80787","7588","15720","2862","8197","2273","7523","2263","8686","2746","20589","4722"
"0400000US36","New York","17974699","7277","16130683","35419","1713920","33561","1360338","33227","833281","26120","527057","18702","310454","10087","149779","8154","160675","8449","30837","3926","12066","2970","18771","2869","12291","2266","130096","8262"
"0400000US34","New Jersey","8815804","5090","7870909","27774","882466","28050","716497","24880","167315","14112","549182","20969","162575","9409","55376","5193","107199","7424","3002","949","1178","637","1824","698","392","393","62429","6193"
"0400000US39","Ohio","9227623","5352","7854165","27869","1340382","27957","1004041","25184","413191","18119","590850","19998","263858","12708","104430","8725","159428","9694","54991","5671","21131","3749","33860","4119","17492","3126","33076","4940"
"0400000US29","Missouri","4528559","4932","3859035","17823","654865","17336","495630","15614","178916","11464","316714","13977","121473","9247","58329","6030","63144","7226","19973","2623","11556","2001","8417","1704","17789","2313","14659","2987"
"0400000US42","Pennsylvania","11236326","5220","9834799","28879","1341510","27564","945991","25677","343493","16424","602498","19357","348561","12640","124907","8459","223654","10682","34648","3729","8414","2094","26234","3121","12310","2124","60017","6174"
"0400000US26","Michigan","8108155","4907","7001836","25389","1065986","23869","775825","21887","307599","16111","468226","19094","233530","9163","91805","6662","141725","7623","38589","5041","9499","1639","29090","4748","18042","2927","40333","5202"
"0400000US31","Nebraska","1248372","3196","1036457","11492","204489","10676","138902","9023","107463","8452","31439","4052","48052","5687","24594","3795","23458","3653","10396","2130","6821","1945","3575","1012","7139","1611","7426","2025"
"0400000US16","Idaho","1280696","4416","1070062","12041","206824","11654","128010","10102","53501","5617","74509","8849","55364","6545","25848","4679","29516","4645","13120","2340","5368","1729","7752","1855","10330","3124","3810","1671"
"0400000US35","New Mexico","1393758","3369","1214761","12169","171424","11957","111399","9120","82314","8765","29085","4261","45196","5401","23718","4362","21478","2931","11877","3299","8535","3092","3342","1104","2952","1358","7573","2500"
"0400000US15","Hawaii","1133226","1590","975541","9415","145593","9040","94655","7555","36538","5203","58117","6627","44927","4868","25708","3991","19219","3301","5379","1756","1171","783","4208","1616","632","468","12092","2900"
"0400000US46","South Dakota","423982","3497","353420","6590","68204","5585","43954","4751","30946","4255","13008","2599","14433","2938","6168","2128","8265","1814","5091","1539","4360","1465","731","463","4726","1405","2358","1251"
"0400000US53","Washington","6706060","4752","5489159","28124","1159120","27056","813107","24493","454493","19120","358614","17111","297216","14418","148387","10407","148829","10065","38593","4946","17567","2639","21026","4109","10204","2652","57781","6565"
"0400000US44","Rhode Island","1047975","1870","928114","8740","111366","8298","81024","6965","22692","4324","58332","5278","28763","3737","9984","1926","18779","3243","1385","632","430","374","955","560","194","160","8495","2974"
"0400000US04","Arizona","6743488","4277","5584234","28266","1120846","28001","778350","24598","460623","18087","317727","14254","299590","15791","136558","9454","163032","11698","31343","5129","11532","2284","19811","4380","11563","2421","38408","5315"
"0400000US47","Tennessee","5194405","6457","4395599","23281","773605","23382","529578","19932","302666","15285","226912","13882","195213","13197","84297","7937","110916","9226","28218","4093","10746","1963","17472","3375","20596","3713","25201","4023"
"0400000US20","Kansas","1966486","3589","1613783","17239","341223","16701","242710","15214","143155","10580","99555","8818","70964","6597","34226","4169","36738","4583","17295","3101","10847","2678","6448","2031","10254","2503","11480","2268"
