"GEO_ID","NAME","B07201_001E","B07201_001M","B07201_002E","B07201_002M","B07201_003E","B07201_003M","B07201_004E","B07201_004M","B07201_005E","B07201_005M","B07201_006E","B07201_006M","B07201_007E","B07201_007M","B07201_008E","B07201_008M","B07201_009E","B07201_009M","B07201_010E","B07201_010M","B07201_011E","B07201_011M","B07201_012E","B07201_012M","B07201_013E","B07201_013M","B07201_014E","B07201_014M"
"0400000US12","Florida","20010800","2854","16899616","23139","2889174","22197","1924187","20683","807824","14448","1116363","15145","873919","10099","341512","6805","532407","8477","55692","2782","22615","1859","33077","1894","35376","2096","222010","6498"
"0400000US13","Georgia","8510589","2712","7198260","15509","1259217","14842","876605","12133","258360","6252","618245","10774","320409","7778","148945","5029","171464","5752","38814","2368","19607","1887","19207","1573","23389","1851","53112","2920"
"0400000US15","Hawaii","1136397","782","979696","4958","142424","4486","93671","3646","36735","2244","56936","2781","43105","2059","22356","1524","20749","1294","4954","648","1501","311","3453","545","694","346","14277","1262"
"0400000US16","Idaho","1254276","1017","1040386","5452","208970","5609","136253","4542","58353","3022","77900","3685","52086","2798","26472","2388","25614","1712","13296","1374","6265","753","7031","1158","7335","1060","4920","987"
"0400000US17","Illinois","11195145","2166","9771401","14140","1359565","13974","1093465","13027","502215","7776","591250","10470","224232","4345","113194","2930","111038","3436","27073","1559","12144","1094","14929","1204","14795","972","64179","2540"
"0400000US18","Indiana","5140883","1707","4356591","10298","760027","10068","540586","9998","292068","6876","248518","7233","167475","4115","77751","2854","89724","3091","34311","1748","15412","1367","18899","1244","17655","1482","24265","1474"
"0400000US19","Iowa","1885470","1037","1574888","5342","302417","5056","200622","4219","124653","3158","75969","3283","71571","2609","35250","2108","36321","1922","12391","1087","7309","912","5082","608","17833","1352","8165","1201"
"0400000US20","Kansas","1986958","935","1651288","6632","323437","6381","226540","5240","139961","3844","86579","3469","72639","2931","36170","1649","36469","2510","14956","1144","10165","998","4791","604","9302","896","12233","1403"
"0400000US21","Kentucky","2606937","1196","2174166","6316","420979","6220","300481","5393","153627","4494","146854","4353","84051","3170","40856","2374","43195","2124","19735","1344","9646","912","10089","884","16712","1339","11792","951"
"0400000US22","Louisiana","3870717","1914","3377014","8782","481360","9180","352872","7871","160007","5298","192865","6369","103498","3914","47679","2646","55819","2764","15884","1787","6913","1063","8971","1399","9106","1248","12343","1180"
"0400000US23","Maine","783856","590","673399","3449","107842","3517","69556","3103","24806","1676","44750","2362","27470","1667","10245","1023","17225","1334","3271","459","977","208","2294","379","7545","777","2615","507"
"0400000US24","Maryland","5801322","1941","5008692","11037","747048","10387","552808","8898","169295","4497","383513","8151","182357","5067","68718","2890","113639","3659","7157","702","3455","507","3702","560","4726","656","45582","2358"
"0400000US25","Massachusetts","6754297","1800","5893828","9694","791592","9279","580678","8237","173042","4377","407636","6506","198146","4371","77114","2450","121032","3429","9261","1079","2949","567","6312","876","3507","477","68877","2920"
"0400000US26","Michigan","8073109","2330","6940090","12325","1090309","11905","804599","10427","320071","6692","484528","7606","232159","4365","88259","2885","143900","3315","30351","1844","9819","1015","20532","1448","23200","1341","42710","1965"
"0400000US27","Minnesota","4267697","1189","3640571","7755","603011","7373","459702","6598","206416","4745","253286","4407","103006","3629","51077","2653","51929","1996","24547","1340","14121","1071","10426","853","15756","1221","24115","1945"
"0400000US28","Mississippi","1414540","909","1200526","5884","209911","5856","143765","4902","55070","3167","88695","4045","42901","2479","16522","1465","26379","2001","14606","1286","7254","953","7352","987","8639","1116","4103","634"
"0400000US29","Missouri","4515282","1210","3836535","8544","661628","8327","491993","7172","189114","4949","302879","7106","123855","3265","61859","2651","61996","2233","23352","1577","12639","1151","10713","1121","22428","1496","17119","1452"
"0400000US30","Montana","373799","369","308037","2830","64295","2768","39173","2434","29948","2045","9225","979","12717","1129","6739","817","5978","964","4740","709","2817","525","1923","446","7665","1013","1467","348"
"0400000US31","Nebraska","1224207","667","1016811","4765","199928","4593","141485","3588","104965","3045","36520","2076","40064","1840","22250","1287","17814","1289","9922","856","6395","671","3527","549","8457","870","7468","885"
"0400000US32","Nevada","2667767","1266","2182356","8004","469438","7976","337173","7276","215667","5858","121506","4222","116652","4096","58358","2720","58294","2900","12268","1033","5507","704","6761","823","3345","638","15973","1360"
"0400000US33","New Hampshire","840598","662","721526","3435","114019","3282","73756","2973","23557","1834","50199","2631","31765","1922","9136","1090","22629","1525","7380","908","2544","496","4836","798","1118","395","5053","758"
"0400000US34","New Jersey","8783332","2066","7884348","10372","833157","9597","675011","8940","153599","4993","521412","7607","152867","4115","52135","2123","100732","3639","3766","636","1525","367","2241","524","1513","342","65827","2952"
"0400000US35","New Mexico","1388886","938","1203476","5111","179312","4857","122868","4559","89029","3859","33839","2202","43401","2511","24547","1622","18854","1522","10150","1106","6043","945","4107","650","2893","500","6098","1157"
"0400000US36","New York","17996933","3474","16130450","16429","1726339","15128","1351609","14097","822598","10699","529011","8364","333566","5305","162710","3568","170856","3270","28470","1388","8731","836","19739","1193","12694","1045","140144","4057"
"0400000US37","North Carolina","8187617","2109","6874215","14797","1265230","14298","772797","11597","422062","7936","350735","7522","424376","7585","185631","5091","238745","5100","47840","2309","18101","1422","29739","1746","20217","1336","48172","2483"
"0400000US38","North Dakota","369376","534","293922","2879","73460","2954","45850","2694","34065","2262","11785","1432","16345","1373","7895","1112","8450","938","5027","682","3125","569","1902","386","6238","791","1994","445"
"0400000US39","Ohio","9232831","1959","7842253","15065","1349295","15195","1015825","13136","429012","8762","586813","8760","267565","5179","106443","3596","161122","3601","52090","2399","20571","1452","31519","1750","13815","1303","41283","2135"
"0400000US40","Oklahoma","2570169","1070","2120821","6194","437248","6111","320161","5587","170788","4209","149373","4118","79326","2383","39725","1859","39601","1724","23216","1411","14251","1021","8965","841","14545","1036","12100","1050"
"0400000US41","Oregon","3427101","1305","2836771","8034","569989","8189","387612","7327","223560","5450","164052","5014","156907","4173","84480","3139","72427","2722","19029","1366","8281","878","10748","988","6441","789","20341","1786"
"0400000US42","Pennsylvania","11209292","1951","9802120","14096","1349669","13538","966606","11908","354079","6965","612527","8772","339888","5819","124960","3665","214928","4585","31168","1286","8157","770","23011","1110","12007","983","57503","2793"
"0400000US44","Rhode Island","1046722","648","915273","4130","124259","4030","92434","3558","29016","1999","63418","2867","30413","1954","11106","1074","19307","1574","1144","273","492","190","652","185","268","110","7190","1005"
"0400000US45","South Carolina","4232179","1629","3593960","9165","618496","8784","386579","7463","107613","4468","278966","6720","193292","4793","65145","2593","128147","3630","23132","1615","8153","1333","14979","1097","15493","1371","19723","1687"
"0400000US46","South Dakota","407680","514","336840","2359","68211","2469","43699","2180","32063","1866","11636","1088","13869","1216","6960","841","6909","1064","5687","700","4204","614","1483","373","4956","658","2629","824"
"0400000US47","Tennessee","5179014","1670","4395472","10845","762038","10406","528584","9465","301712","7021","226872","6162","182520","4267","84631","3162","97889","3241","31345","1896","14845","1312","16500","1386","19589","1496","21504","1714"
"0400000US48","Texas","24826291","3897","20886477","28910","3732857","27918","2725085","23489","1688768","17884","1036317","14872","850803","13768","458908","9622","391895","8953","99232","3596","61795","3130","37437","2325","57737","3047","206957","5660"
"0400000US49","Utah","2727263","1243","2260112","8402","446340","7922","291068","6401","103361","3568","187707","5458","132322","4216","55530","2532","76792","3145","14791","1400","8154","1020","6637","913","8159","1066","20811","1428"
"0400000US50","Vermont","216380","329","178365","1883","36394","1815","23652","1643","10578","935","13074","1332","8345","651","2837","500","5508","559","2049","434","269","106","1780","427","2348","411","1621","471"
"0400000US51","Virginia","7308093","1986","6148147","12936","1091372","12780","739035","10603","295903","6257","443132","8864","307387","5259","120318","3182","187069","4467","17843","1613","7169","1095","10674","1108","27107","1677","68574","2869"
"0400000US53","Washington","6568174","1584","5402667","11788","1106972","10738","778017","9010","422860","6783","355157","6214","281424","5579","144479","3993","136945","4320","36094","2525","17349","1653","18745","1483","11437","942","58535","3099"
"0400000US54","West Virginia","1156789","637","1018852","3562","134914","3369","85822","3100","29111","2075","56711","2430","35522","1839","11206","1075","24316","1309","7060","886","2344","499","4716","724","6510","812","3023","587"
"0400000US55","Wisconsin","4272323","1390","3652436","7425","603867","7359","425125","6151","227777","4223","197348","4687","134978","3329","59563","2430","75415","2208","27543","1667","10621","1000","16922","1241","16221","1082","16020","1117"
"0400000US56","Wyoming","176615","301","148603","1913","27461","1851","16333","1580","12525","1267","3808","721","6148","727","2609","462","3539","674","3246","592","1947","519","1299","365","1734","415","551","215"
"0400000US72","Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
