"GEO_ID","NAME","B07201_001E","B07201_001M","B07201_002E","B07201_002M","B07201_003E","B07201_003M","B07201_004E","B07201_004M","B07201_005E","B07201_005M","B07201_006E","B07201_006M","B07201_007E","B07201_007M","B07201_008E","B07201_008M","B07201_009E","B07201_009M","B07201_010E","B07201_010M","B07201_011E","B07201_011M","B07201_012E","B07201_012M","B07201_013E","B07201_013M","B07201_014E","B07201_014M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Same house 1 year ago","Margin of Error!!Total!!Same house 1 year ago","Estimate!!Total!!Different house in United States 1 year ago","Margin of Error!!Total!!Different house in United States 1 year ago","Estimate!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from principal city","Margin of Error!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from principal city","Estimate!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Same Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from principal city","Margin of Error!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from principal city","Estimate!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Different Metropolitan Statistical Area!!Moved from remainder of Metropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from principal city","Margin of Error!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from principal city","Estimate!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from remainder of Micropolitan Statistical Area","Margin of Error!!Total!!Different house in United States 1 year ago!!Micropolitan Statistical Area!!Moved from remainder of Micropolitan Statistical Area","Estimate!!Total!!Different house in United States 1 year ago!!Not in a Metropolitan or Micropolitan Statistical Area 1 year ago","Margin of Error!!Total!!Different house in United States 1 year ago!!Not in a Metropolitan or Micropolitan Statistical Area 1 year ago","Estimate!!Total!!Abroad 1 year ago","Margin of Error!!Total!!Abroad 1 year ago"
"0400000US06","California","36744118","10487","31084934","67312","5406401","64189","4145475","55372","2243483","35721","1901992","46444","1173013","26307","621868","19272","551145","19052","65698","7325","32636","5358","33062","4141","22215","3827","252783","13252"
"0400000US08","Colorado","4445881","2780","3570381","21203","841864","20637","562863","18074","316668","14891","246195","11545","232109","11392","110230","6504","121879","8697","27984","4619","13525","3026","14459","3243","18908","3183","33636","4165"
"0400000US09","Connecticut","3252580","2306","2845096","15352","383434","14803","263773","12874","116885","9332","146888","10160","109096","7496","49199","5171","59897","5721","9538","2549","2998","1699","6540","1587","1027","469","24050","4288"
"0400000US10","Delaware","705273","1497","603972","7849","98046","7653","69721","6724","19070","3703","50651","5312","24678","3935","10054","3082","14624","2818","3471","1200","483","337","2988","1146","176","177","3255","958"
"0400000US11","District of Columbia","624847","948","500267","6225","115822","6214","81523","5964","67288","5641","14235","2791","31912","3585","18827","2861","13085","2355","1506","659","1259","596","247","331","881","527","8758","1942"
"0400000US12","Florida","18009107","7390","15086853","46861","2762248","45049","1914052","39238","792902","24382","1121150","29421","737742","28281","306227","17319","431515","19491","72197","7092","27040","5380","45157","4984","38257","5953","160006","10686"
"0400000US13","Georgia","7968960","7724","6639619","33401","1281709","33735","922026","31154","262654","14872","659372","28172","290106","15008","148820","11678","141286","9547","42577","4363","21459","3584","21118","3114","27000","3909","47632","6730"
"0400000US15","Hawaii","964132","1258","813753","8983","133416","8619","89020","7976","31870","4735","57150","6515","36064","4517","15940","3006","20124","3036","7566","2697","2386","1009","5180","2361","766","402","16963","2573"
"0400000US16","Idaho","1040385","3683","862532","11037","175063","10738","116077","8853","62346","6329","53731","6844","37724","5823","17892","3330","19832","4962","14012","3432","8007","2537","6005","2008","7250","2340","2790","997"
"0400000US17","Illinois","11083303","6541","9588828","29519","1431684","27486","1164631","24435","580301","17700","584330","20790","219949","9394","110471","6937","109478","7897","34862","5018","16786","2652","18076","3999","12242","1745","62791","6076"
"0400000US18","Indiana","5070919","5554","4296507","23021","751761","22266","541128","18307","293664","12981","247464","12597","162653","9728","68878","6844","93775","7173","32203","3824","15502","3105","16701","2802","15777","3622","22651","3490"
"0400000US19","Iowa","1735200","2534","1444255","10998","283301","10364","189739","9516","127914","8286","61825","5126","64020","4869","36106","3707","27914","3376","13646","2283","7320","1674","6326","1794","15896","2575","7644","1788"
"0400000US20","Kansas","1957980","2848","1618487","13784","326554","13145","230558","12474","138197","9689","92361","7902","69963","7010","37089","4963","32874","4772","17678","2454","12965","2181","4713","1514","8355","1648","12939","2428"
"0400000US21","Kentucky","2535753","6454","2131098","13244","388953","12251","273895","11577","135689","9859","138206","7625","80711","6485","33814","4167","46897","4918","18674","3729","6128","1731","12546","3067","15673","2928","15702","3146"
"0400000US22","Louisiana","3405873","4678","2927721","17840","466746","17620","339076","15240","173738","8705","165338","13075","95879","8306","45555","4312","50324","6964","21057","3069","7481","1541","13576","2546","10734","2523","11406","2462"
"0400000US23","Maine","771778","997","654885","7703","113645","7716","78987","6835","30093","3671","48894","6416","21670","2792","7707","1716","13963","2264","3789","1184","1418","868","2371","922","9199","1797","3248","1158"
"0400000US24","Maryland","5505505","3518","4793626","21254","670830","20863","492490","20188","154104","11626","338386","15309","161377","9294","58007","5154","103370","7448","12540","2490","3707","1341","8833","2337","4423","1599","41049","4696"
"0400000US25","Massachusetts","6553425","3579","5726969","19745","767417","19024","569134","16637","203751","8618","365383","14073","185392","9098","66564","4935","118828","8055","9682","1924","1568","692","8114","1957","3209","1077","59039","6610"
"0400000US26","Michigan","7955814","4264","6759681","23427","1154656","22651","880157","21409","392199","15675","487958","17970","221772","10451","89400","5451","132372","7619","33574","3635","12340","2308","21234","2996","19153","2479","41477","4349"
"0400000US27","Minnesota","4001165","2431","3378560","16787","601461","15584","458477","14635","208988","10223","249489","12169","97864","6482","46512","4736","51352","4850","21338","2644","13986","2347","7352","1436","23782","2893","21144","2841"
"0400000US28","Mississippi","1342672","3625","1126586","13159","213089","12661","146349","11845","57878","7257","88471","9613","44442","5120","21427","3618","23015","3546","15105","3169","7361","2324","7744","2036","7193","2114","2997","1034"
"0400000US29","Missouri","4444603","5854","3732558","16906","695772","17027","533810","16236","210346","9906","323464","12273","112611","6677","54264","4815","58347","5276","26256","3142","15304","2249","10952","1846","23095","3158","16273","2652"
"0400000US30","Montana","350685","1102","283898","5434","66276","5349","40123","4466","30017","3482","10106","2493","12699","2600","6547","1392","6152","2267","4882","1451","2865","1060","2017","744","8572","2217","511","247"
"0400000US31","Nebraska","1083967","2183","896432","7812","181435","7420","142745","7782","105152","6373","37593","4669","25326","3503","16440","3014","8886","1687","6655","1224","4389","874","2266","923","6709","1399","6100","1693"
"0400000US32","Nevada","2458624","2955","1888813","21945","555863","21460","431990","19622","239269","12662","192721","14658","104519","9372","53996","6173","50523","6599","13690","2426","6113","1629","7577","1853","5664","1870","13948","2261"
"0400000US33","New Hampshire","817901","1193","702919","8939","111938","8700","74215","8241","22267","4095","51948","6940","28385","3997","8369","1863","20016","3677","7251","2034","2421","1435","4830","1570","2087","1739","3044","1039"
"0400000US34","New Jersey","8772744","4541","7929570","23298","785688","22441","639637","22953","109545","8590","530092","20225","136208","8837","48489","4702","87719","7162","7155","1909","1754","744","5401","1794","2688","1016","57486","5907"
"0400000US35","New Mexico","1375389","2952","1170457","10652","197475","10621","140524","9794","102944","8488","37580","5920","39542","5164","22942","4109","16600","3163","14021","2750","8667","2277","5354","1626","3388","1281","7457","2201"
"0400000US36","New York","17809026","5986","15874373","34069","1786582","33099","1434391","28762","884834","24514","549557","16739","304036","13272","146179","9355","157857","7826","36514","4127","11017","1800","25497","3598","11641","2157","148071","9211"
"0400000US37","North Carolina","6822530","4716","5695601","25053","1085411","24133","695143","20890","419561","17155","275582","12353","299490","13430","145755","9003","153735","10808","68534","6940","23189","3576","45345","5543","22244","3695","41518","4735"
"0400000US38","North Dakota","332768","1198","265418","5251","65664","5015","37124","4130","24791","3572","12333","2718","14406","2468","7382","1940","7024","1695","6202","1923","3361","1479","2841","1377","7932","1613","1686","769"
"0400000US39","Ohio","9215046","5512","7839860","24786","1337360","24781","1008707","23421","430821","16990","577886","17440","257743","10835","98432","5581","159311","9712","52231","5234","18715","2518","33516","4167","18679","3337","37826","4941"
"0400000US40","Oklahoma","2430348","2844","1992958","13622","425856","12701","310503","12099","167409","8276","143094","7986","76307","5521","39687","3630","36620","3950","23636","3145","15333","2547","8303","1800","15410","2520","11534","2108"
"0400000US41","Oregon","3013761","2616","2456088","18694","539652","18842","396780","16851","218245","12466","178535","11673","112763","7305","59817","4649","52946","5699","22800","3428","13387","3134","9413","1871","7309","1865","18021","3377"
"0400000US42","Pennsylvania","10639875","4399","9339615","27169","1251405","25066","927666","21470","361440","16425","566226","17701","269292","9854","93661","6688","175631","8249","41762","4234","9512","2125","32250","3682","12685","2446","48855","4732"
"0400000US44","Rhode Island","1040527","1533","899551","9890","134611","9336","106055","8555","45539","5668","60516","6704","26651","3036","10118","2120","16533","2234","1487","725","345","315","1142","659","418","235","6365","1629"
